WKT,gid,stop_a,stop_b,koereplan_version,meter
"LINESTRING (10.2488014 55.9797832,10.24855 55.979559,10.24808 55.979192,10.247251 55.978669,10.246066 55.978043,10.244979 55.977495,10.241588 55.975797,10.241297 55.975669,10.240835 55.975465,10.240739 55.975431,10.240226 55.975254,10.23957 55.975061,10.238766 55.974895,10.238021 55.974783,10.23757 55.974739,10.237321 55.974715,10.237162 55.974708,10.236796 55.974693,10.236698 55.974691,10.23577 55.974679,10.235744 55.974369,10.234982 55.974389,10.234646 55.974408,10.234257 55.974402,10.234026 55.974378,10.233736 55.974305,10.233763 55.974262,10.234013 55.973806,10.234084 55.973575,10.23414 55.97312,10.234171 55.972872,10.234191 55.97271,10.234199 55.972379,10.234214 55.971719,10.234223 55.97132,10.234259 55.970514,10.234322 55.969095,10.234314 55.968743,10.234253 55.968375,10.234118 55.968,10.233943 55.967637,10.233605 55.967155,10.233013 55.96636,10.232742 55.965966,10.232592 55.965679,10.232467 55.965345,10.232349 55.964912,10.232315 55.964559,10.232331 55.964195,10.232421 55.963762,10.232607 55.963334,10.233711 55.961104,10.233974 55.96072,10.235754 55.958552,10.235991 55.958254,10.236237 55.957854,10.2365 55.95727,10.236893 55.957295,10.237018 55.957287,10.237131 55.957265,10.237228 55.957226,10.237697 55.956883,10.238504 55.956352,10.238929 55.956119,10.239566 55.955799,10.239801 55.955649,10.239919 55.95556,10.239993 55.955492,10.240055 55.955424,10.240096 55.955379,10.240163 55.955273,10.240358 55.954692,10.240377 55.954556,10.240236 55.954389,10.2402 55.954278,10.240211 55.954124,10.240229 55.953877,10.240296 55.953703,10.240372 55.953562,10.240459 55.953401,10.240703 55.952947,10.240716 55.952842,10.24067 55.952772)","198854","727003811","727003201",K22,"3777"
"LINESTRING (10.2162468 55.9589153,10.216103 55.958863,10.21518 55.958377,10.214982 55.958303,10.214867 55.958259,10.214593 55.958178,10.213598 55.958018,10.213293 55.957969,10.212659 55.957912,10.212214 55.957899,10.212122 55.957902,10.211861 55.957912,10.210969 55.957944,10.210823 55.958185,10.210684 55.958416,10.210586 55.95852,10.210477 55.958633,10.210124 55.959076,10.20998 55.959292,10.209534 55.960084,10.209413 55.960263,10.20922 55.960422,10.208716 55.960625,10.208248 55.960866,10.207983 55.96107,10.207476 55.961838,10.20732 55.961911,10.207167 55.961928,10.20581 55.961745,10.205682 55.961746,10.205573 55.961771,10.205499 55.96182,10.205466 55.961875,10.205254 55.962621,10.205006 55.962996,10.204192 55.963982,10.203713 55.964511,10.202378 55.965803,10.202135 55.966032,10.201996 55.966136,10.201808 55.966223,10.201561 55.966287,10.201068 55.966363,10.200876 55.966394,10.200733 55.966453,10.200637 55.966549,10.20053 55.966787,10.200363 55.967159,10.199039 55.970099,10.19854 55.971743,10.197747 55.973691,10.197663 55.973898,10.19763 55.974004,10.197655 55.974123,10.197741 55.974247,10.1977972 55.9743454)","198855","727003909","727001019",K22,"2514"
"LINESTRING (10.1656766 55.9991437,10.165475 55.998909,10.164805 55.998194,10.164163 55.997553,10.162892 55.996392,10.162281 55.995872,10.158264 55.992481,10.157729 55.99201,10.157002 55.991381,10.156805 55.991216,10.156558 55.991008,10.156255 55.990693,10.155977 55.990317,10.155771 55.989977,10.155657 55.989747,10.155589 55.989611,10.155467 55.989364,10.155302 55.989033,10.15516 55.988745,10.154922 55.988267,10.154892 55.988206,10.154737 55.987889,10.154645 55.987702,10.154492 55.98739,10.154087 55.986564,10.153575 55.98552,10.153268 55.984896,10.152664 55.983663,10.152308 55.982966,10.15202 55.982399,10.15179 55.98195,10.151727 55.981825,10.151617 55.981563,10.151479 55.981229,10.15134 55.980797,10.1512 55.980128,10.151096 55.979615,10.151045 55.979359,10.15102 55.979237,10.150923 55.978731,10.150853 55.978362,10.150804 55.978111,10.15053 55.976744,10.15052 55.976696,10.150495 55.976575,10.150427 55.976243,10.150313 55.97569,10.150189 55.975081,10.150148 55.974876,10.149973 55.974014,10.149839 55.973523,10.14981 55.973385,10.149779 55.973236,10.149772 55.973198,10.149742 55.973024,10.149733 55.97297,10.149694 55.972716,10.149676 55.972577,10.149619 55.972205,10.149568 55.971835,10.149497 55.9714744)","198617","727004001","727000701",K22,"3299"
"LINESTRING (10.1829848 56.0055399,10.183275 56.005396,10.18365 56.005219,10.183939 56.005111,10.184342 56.004946,10.184606 56.004766,10.18482 56.004652,10.184946 56.004574,10.185167 56.004433,10.185581 56.0042,10.185833 56.004096,10.186299 56.003997,10.186416 56.003978,10.187136 56.003856,10.187277 56.003834,10.18744 56.003811,10.188059 56.003726,10.188251 56.0037,10.188541 56.003655,10.188711 56.00363,10.188752 56.003623,10.188865 56.003579,10.188975 56.003518,10.189103 56.003398,10.18919 56.003298,10.189253 56.003154,10.189258 56.002676,10.189283 56.002506,10.189392 56.002219,10.189424 56.002106,10.189405 56.002002,10.189373 56.001921,10.189312 56.00185,10.189185 56.00174,10.189069 56.00163,10.18898 56.001535,10.18892 56.001447,10.188773 56.00118,10.188717 56.001082,10.188647 56.000997,10.188571 56.000945,10.188492 56.000904,10.188387 56.000881,10.187697 56.000777,10.187544 56.000742,10.187443 56.000695,10.18737 56.000646,10.187325 56.000587,10.187326 56.000503,10.187342 56.000368,10.187614 55.998708,10.187886 55.997048,10.187998 55.996754,10.188468 55.996045,10.188584 55.995869,10.188702 55.995691,10.188934 55.995341,10.189116 55.995066,10.189233 55.9949,10.189664 55.994316,10.189869 55.994032,10.19004 55.993745,10.190216 55.993527,10.190319 55.993424,10.190611 55.993128,10.190762 55.99314,10.19171 55.993152,10.19426 55.993124,10.194604 55.993099,10.194883 55.99307,10.195618 55.992994,10.196522 55.992937,10.197153 55.992949,10.198389 55.99305,10.19907 55.993077,10.200318 55.993071,10.200412 55.993067,10.200752 55.993063,10.202329 55.993041,10.204027 55.992985,10.205625 55.992932,10.206614 55.992963,10.208413 55.992842,10.210033 55.992771,10.212372 55.992515,10.218015 55.991739,10.218298 55.991718,10.218494 55.991726,10.218681 55.991742,10.218862 55.991762,10.219642 55.991897,10.219774 55.991907,10.219904 55.99191,10.220343 55.991879,10.220515 55.991866,10.220869 55.991826,10.220905 55.99182,10.220943 55.991815,10.221276 55.991764,10.221436 55.991748,10.221598 55.99176,10.221543 55.991602,10.22141 55.991425,10.221348 55.991343,10.221318 55.991303,10.221196 55.991141,10.221045 55.990941,10.221023 55.990831,10.221063 55.990716,10.221617 55.990098,10.222272 55.989318,10.222376 55.989246,10.222553 55.989182,10.229805 55.98782,10.230407 55.987707,10.230502 55.98768,10.230588 55.987641,10.230637 55.987585,10.230646 55.987519,10.230685 55.987028,10.230686 55.987017,10.2305876 55.9870226)","198857","727004101","727000601",K22,"4591"
"LINESTRING (10.1829848 56.0055399,10.183275 56.005396,10.18365 56.005219,10.183939 56.005111,10.184342 56.004946,10.184606 56.004766,10.18482 56.004652,10.184946 56.004574,10.185167 56.004433,10.185581 56.0042,10.185833 56.004096,10.186299 56.003997,10.186416 56.003978,10.187136 56.003856,10.187277 56.003834,10.18744 56.003811,10.188059 56.003726,10.188251 56.0037,10.188541 56.003655,10.188711 56.00363,10.188752 56.003623,10.188865 56.003579,10.188975 56.003518,10.189103 56.003398,10.18919 56.003298,10.189253 56.003154,10.189258 56.002676,10.189283 56.002506,10.189392 56.002219,10.189424 56.002106,10.189405 56.002002,10.189373 56.001921,10.189312 56.00185,10.189185 56.00174,10.189069 56.00163,10.18898 56.001535,10.18892 56.001447,10.188773 56.00118,10.188717 56.001082,10.188647 56.000997,10.188571 56.000945,10.188492 56.000904,10.188387 56.000881,10.187697 56.000777,10.187544 56.000742,10.187443 56.000695,10.18737 56.000646,10.187325 56.000587,10.187326 56.000503,10.187342 56.000368,10.187614 55.998708,10.187886 55.997048,10.187998 55.996754,10.188468 55.996045,10.188584 55.995869,10.188702 55.995691,10.188934 55.995341,10.189116 55.995066,10.189233 55.9949,10.189664 55.994316,10.189869 55.994032,10.19004 55.993745,10.190216 55.993527,10.190319 55.993424,10.190611 55.993128,10.189739 55.993007,10.188913 55.992854,10.188242 55.992677,10.187745 55.992528,10.187215 55.992333,10.186394 55.991975,10.186235 55.991904,10.185689 55.991684,10.185272 55.991561,10.184718 55.991443,10.184154 55.991355,10.182357 55.991158,10.180523 55.990947,10.179318 55.990813,10.178727 55.990677,10.178149 55.990484,10.177641 55.990262,10.177224 55.990023,10.176866 55.989748,10.176758 55.989656,10.176378 55.989335,10.17482 55.987941,10.174117 55.987341,10.173982 55.987225,10.173567 55.98692,10.173111 55.986664,10.172688 55.986488,10.172365 55.986401,10.171883 55.986291,10.169389 55.985978,10.169154 55.985949,10.168211 55.985778,10.166639 55.985493,10.165068 55.985209,10.163476 55.984921,10.16282 55.984804,10.162511 55.984745,10.160523 55.984383,10.158215 55.983992,10.155724 55.983546,10.15523 55.98348,10.154728 55.983462,10.154446 55.983462,10.154358 55.983464,10.154177 55.983471,10.154066 55.983477,10.153997 55.983484,10.153703 55.983507,10.153572 55.983524,10.153437 55.98354,10.153169 55.983579,10.152664 55.983663,10.1523945 55.9831355,10.152308 55.982966,10.15202 55.982399,10.15179 55.98195,10.151727 55.981825,10.151617 55.981563,10.151479 55.981229,10.15134 55.980797,10.151252 55.980377,10.1512 55.980128,10.151096 55.979615,10.151045 55.979359,10.15102 55.979237,10.150923 55.978731,10.150853 55.978362,10.150804 55.978111,10.15053 55.976744,10.150522 55.976707,10.150495 55.976575,10.150427 55.976243,10.150313 55.97569,10.150189 55.975081,10.150148 55.974876,10.149973 55.974014,10.149933 55.973867,10.149839 55.973523,10.14981 55.973385,10.149779 55.973236,10.149772 55.973198,10.149742 55.973024,10.149733 55.97297,10.149698 55.972743,10.149694 55.972716,10.14969 55.972583,10.149684 55.972482,10.149681 55.972423,10.14964 55.972198,10.149594 55.971964,10.149568 55.971835,10.149542 55.971704,10.1494969 55.9714745)","198752","727004101","727000701",K22,"5795"
"LINESTRING (10.1902278 55.9954012,10.190168 55.995392,10.190045 55.995354,10.189116 55.995066,10.189233 55.9949,10.189664 55.994316,10.189869 55.994032,10.19004 55.993745,10.190216 55.993527,10.190319 55.993424,10.190611 55.993128,10.190762 55.99314,10.191333 55.9931472,10.19171 55.993152,10.19426 55.993124,10.194604 55.993099,10.194883 55.99307,10.195618 55.992994,10.196522 55.992937,10.197153 55.992949,10.198389 55.99305,10.19907 55.993077,10.200318 55.993071,10.200412 55.993067,10.200752 55.993063,10.202329 55.993041,10.204027 55.992985,10.205625 55.992932,10.206614 55.992963,10.208413 55.992842,10.210033 55.992771,10.212372 55.992515,10.218015 55.991739,10.218298 55.991718,10.218494 55.991726,10.218681 55.991742,10.218862 55.991762,10.219642 55.991897,10.219774 55.991907,10.219904 55.99191,10.220343 55.991879,10.220515 55.991866,10.220869 55.991826,10.220905 55.99182,10.220943 55.991815,10.221276 55.991764,10.221436 55.991748,10.221598 55.99176,10.221543 55.991602,10.2214926 55.9915349)","198803","727004201","727003001",K22,"2296"
"LINESTRING (10.1902278 55.9954012,10.190168 55.995392,10.190045 55.995354,10.189116 55.995066,10.188934 55.995341,10.188702 55.995691,10.188584 55.995869,10.188468 55.996045,10.187998 55.996754,10.187886 55.997048,10.187614 55.998708,10.187342 56.000368,10.187326 56.000503,10.187325 56.000587,10.18737 56.000646,10.187443 56.000695,10.187544 56.000742,10.187697 56.000777,10.188387 56.000881,10.188492 56.000904,10.188571 56.000945,10.188647 56.000997,10.188717 56.001082,10.188773 56.00118,10.18892 56.001447,10.18898 56.001535,10.189069 56.00163,10.189185 56.00174,10.189312 56.00185,10.189373 56.001921,10.189405 56.002002,10.189424 56.002106,10.189392 56.002219,10.189283 56.002506,10.189258 56.002676,10.189253 56.003154,10.18919 56.003298,10.189103 56.003398,10.188975 56.003518,10.188865 56.003579,10.188752 56.003623,10.188711 56.00363,10.188541 56.003655,10.188251 56.0037,10.188059 56.003726,10.18744 56.003811,10.187277 56.003834,10.187136 56.003856,10.186416 56.003978,10.186299 56.003997,10.185833 56.004096,10.185581 56.0042,10.185167 56.004433,10.184946 56.004574,10.18482 56.004652,10.184606 56.004766,10.184342 56.004946,10.183939 56.005111,10.18365 56.005219,10.183275 56.005396,10.1829848 56.0055399)","198753","727004201","727004101",K22,"1552"
"LINESTRING (10.1903058 55.9954132,10.190168 55.995392,10.190045 55.995354,10.189116 55.995066,10.189233 55.9949,10.189664 55.994316,10.189869 55.994032,10.19004 55.993745,10.190216 55.993527,10.190319 55.993424,10.190611 55.993128,10.190762 55.99314,10.19171 55.993152,10.1924753 55.9931435,10.19426 55.993124,10.194604 55.993099,10.194883 55.99307,10.195618 55.992994,10.196522 55.992937,10.197153 55.992949,10.198389 55.99305,10.19907 55.993077,10.200318 55.993071,10.200412 55.993067,10.200752 55.993063,10.202329 55.993041,10.204027 55.992985,10.205625 55.992932,10.206614 55.992963,10.208413 55.992842,10.210033 55.992771,10.212372 55.992515,10.218015 55.991739,10.218298 55.991718,10.218494 55.991726,10.218681 55.991742,10.218862 55.991762,10.219642 55.991897,10.219774 55.991907,10.219904 55.99191,10.220343 55.991879,10.220515 55.991866,10.220869 55.991826,10.220905 55.99182,10.220943 55.991815,10.221276 55.991764,10.221436 55.991748,10.221598 55.99176,10.221543 55.991602,10.2214926 55.9915349)","198856","727004209","727003001",K22,"2302"
"LINESTRING (10.2367983 55.9313657,10.236972 55.931103,10.237125 55.93087,10.23727 55.930649,10.237291 55.930606,10.237321 55.930545,10.237352 55.930481,10.23737 55.930353,10.237338 55.930205,10.237143 55.929913,10.236924 55.929703,10.236743 55.929574,10.236538 55.929445,10.236954 55.929227,10.237202 55.929089,10.2373388 55.9290119)","198699","727004309","727002801",K22,"304"
"LINESTRING (10.05212 55.91544,10.052069 55.915423,10.051877 55.915358,10.051643 55.91528,10.050699 55.914966,10.050637 55.914945,10.049925 55.914701,10.04981 55.914667,10.048322 55.914155,10.048254 55.914132,10.047516 55.913878,10.046977 55.913689,10.0464 55.913494,10.045388 55.913152,10.043878 55.912641,10.036648 55.910196,10.03559 55.909824,10.034976 55.909596,10.034161 55.909265,10.033664 55.909035,10.033192 55.908803,10.032552 55.908467,10.030868 55.907394,10.030774 55.907334,10.0300986 55.9068844,10.027693 55.905283,10.029211 55.904381,10.029733 55.904136,10.030154 55.903992,10.032171 55.903477,10.032493 55.903395,10.033571 55.903119,10.034152 55.902971,10.035082 55.902806,10.035399 55.902763,10.035729 55.902759,10.03634 55.902783,10.036933 55.902807,10.037164 55.902823,10.037796 55.902776,10.037941 55.902765,10.038099 55.902753,10.038311 55.902737,10.038438 55.902739,10.0385147 55.9027405)","198925","727005001","727006101",K22,"2682"
"LINESTRING (10.1506274 55.946204,10.151105 55.946168,10.151447 55.947628,10.151993 55.949954,10.152003 55.950001,10.1526774 55.952889,10.153352 55.955777,10.1534 55.956143,10.153386 55.956464,10.153271 55.956843,10.153026 55.957281,10.152652 55.957717,10.151115 55.959392,10.148484 55.962233,10.148261 55.962536,10.148095 55.962813,10.147983 55.96311,10.147943 55.963407,10.147936 55.963681,10.148184 55.964987,10.148246 55.965313,10.148378 55.966011,10.148528 55.966723,10.148694 55.967377,10.148773 55.967384,10.148843 55.967405,10.148896 55.967438,10.148925 55.96748,10.148925 55.967536,10.148882 55.967586,10.148806 55.967622,10.148709 55.967637,10.148809 55.968078,10.148875 55.968365,10.148971 55.968847,10.149098 55.969485,10.149107 55.96953,10.14915 55.969736,10.149202 55.969987,10.149291 55.970416,10.149396 55.970958,10.149435 55.971159,10.149497 55.9714744)","198936","727005109","727000701",K22,"2955"
"LINESTRING (10.1247763 55.9473867,10.125269 55.947265,10.125799 55.947151,10.126065 55.947107,10.126324 55.947072,10.12671 55.947024,10.129134 55.946904,10.129585 55.946856,10.129886 55.946808,10.131066 55.946459,10.131538 55.946375,10.131974 55.946289,10.132378 55.946136,10.132821 55.945909,10.133407 55.945509,10.135986 55.944132,10.137306 55.943477,10.137574 55.943401,10.1379 55.94333,10.138236 55.943286,10.138575 55.943279,10.138941 55.94329,10.140703 55.943472,10.141192 55.943554,10.141713 55.943661,10.142159 55.943791,10.14266 55.943964,10.143102 55.944137,10.143571 55.944343,10.143751 55.944466,10.143971 55.944621,10.14424 55.944834,10.144489 55.94497,10.144805 55.945088,10.145166 55.945189,10.14713 55.9456205,10.149094 55.946052,10.149389 55.946121,10.149569 55.946163,10.149921 55.946219,10.150166 55.946226,10.150283 55.94623,10.1506274 55.946204)","198937","727005209","727005109",K22,"1856"
"LINESTRING (10.06644 55.9331507,10.066889 55.933126,10.067312 55.933102,10.067728 55.933078,10.067907 55.933093,10.068029 55.933122,10.068138 55.933179,10.068198 55.933245,10.06835 55.933625,10.068374 55.933681,10.068396 55.933734,10.068711 55.93439,10.07044 55.937898,10.070509 55.938038,10.070595 55.938213,10.071419 55.939895,10.071621 55.940216,10.071911 55.940531,10.07213 55.940697,10.07241 55.940877,10.072767 55.941042,10.073213 55.941196,10.07406 55.941447,10.074732 55.941647,10.07508 55.941778,10.075508 55.941967,10.075907 55.942157,10.077643 55.942986,10.079738 55.943798,10.080415 55.944061,10.081178 55.944341,10.081708 55.944511,10.083305 55.944978,10.083871 55.945142,10.084712 55.945387,10.086237 55.945813,10.087882 55.946195,10.089316 55.946519,10.091508 55.947022,10.095266 55.947879,10.0969972 55.948254,10.0987284 55.948629,10.1004597 55.949004,10.102191 55.949379,10.102723 55.949466,10.103234 55.949513,10.103805 55.949529,10.104428 55.949504,10.106235 55.949381,10.106792 55.949372,10.107311 55.949395,10.107736 55.949424,10.10801 55.94946,10.108253 55.949524,10.108518 55.949635,10.10874 55.949773,10.108936 55.949926,10.109093 55.950094,10.113462 55.949104,10.119042 55.947786,10.119742 55.94762,10.120426 55.947459,10.120718 55.947438,10.12211 55.947454,10.123468 55.947599,10.123549 55.947603,10.123697 55.947611,10.124105 55.947576,10.124658 55.947416,10.1247763 55.9473867)","198938","727005301","727005209",K22,"4626"
"LINESTRING (10.0665631 55.9331439,10.066436 55.933151,10.066067 55.933199,10.065666 55.933296,10.065295 55.933393,10.064806 55.933521,10.06449 55.933603,10.064116 55.933708,10.063766 55.933836,10.063397 55.934003,10.062961 55.934157,10.062913 55.934174,10.062304 55.934361,10.061111 55.934726,10.060488 55.934878,10.05992 55.934981,10.05975 55.934997,10.059137 55.935058,10.059062 55.935071,10.058868 55.935104,10.058032 55.935246,10.056056 55.935565,10.05408 55.935884,10.053791 55.935918,10.05344 55.935941,10.052783 55.935935,10.049228 55.935902,10.043044 55.935839,10.042872 55.935838,10.042298 55.935852,10.0413839 55.9359179)","198897","727005309","727005401",K22,"1639"
"LINESTRING (10.0413527 55.9359202,10.042298 55.935852,10.042872 55.935838,10.043044 55.935839,10.049228 55.935902,10.052783 55.935935,10.05344 55.935941,10.053791 55.935918,10.05408 55.935884,10.056056 55.935565,10.058032 55.935246,10.058868 55.935104,10.059062 55.935071,10.059137 55.935058,10.05975 55.934997,10.05992 55.934981,10.060488 55.934878,10.061111 55.934726,10.062304 55.934361,10.062913 55.934174,10.062961 55.934157,10.063397 55.934003,10.063766 55.933836,10.064116 55.933708,10.06449 55.933603,10.064806 55.933521,10.065295 55.933393,10.065666 55.933296,10.066067 55.933199,10.066436 55.933151)","198939","727005409","727005301",K22,"1633"
"LINESTRING (10.0510827 55.9163699,10.051413 55.916344,10.052442 55.916264,10.05256 55.916252,10.052647 55.916229,10.052705 55.916192,10.052741 55.916149,10.05305 55.91575,10.053598 55.915926,10.05399 55.91602,10.054389 55.916098,10.054845 55.916162,10.054981 55.916171,10.055342 55.916193,10.055854 55.916192,10.056365 55.916167,10.056932 55.916117,10.057214 55.91609,10.060524 55.915778,10.0629243 55.9155441,10.0653246 55.9153101,10.0677248 55.9150761,10.070125 55.914842,10.071686 55.914702,10.072671 55.914642,10.073585 55.914604,10.074478 55.9146,10.075447 55.914633,10.076298 55.914686,10.077319 55.914784,10.0784 55.914915,10.078718 55.914959,10.081136 55.915293,10.08231 55.915441,10.085321 55.915828,10.086343 55.915924,10.087204 55.915983,10.088162 55.916016,10.089172 55.916023,10.099318 55.915799,10.102374 55.915734,10.1040493 55.9156955,10.1057245 55.915657,10.1073998 55.9156185,10.109075 55.91558,10.11085 55.915566,10.111988 55.91558,10.113955 55.915619,10.116312 55.915718,10.11799 55.91579,10.122252 55.915968,10.124381 55.9160585,10.12651 55.916149,10.128093 55.916224,10.128881 55.916287,10.129622 55.916375,10.130334 55.916475,10.130992 55.916603,10.131747 55.916759,10.132469 55.916944,10.133317 55.917211,10.134042 55.917473,10.13493 55.917846,10.137158 55.918831,10.138571 55.919456,10.141034 55.920544,10.142406 55.921166,10.142644 55.921266,10.14509 55.922334,10.1456133 55.9225625,10.146956 55.923149,10.147042 55.923186,10.147823 55.923529,10.148338 55.923755,10.149737 55.924366,10.150249 55.924591,10.151245 55.925029,10.151839 55.925295,10.15246 55.925573,10.152639 55.925652,10.153452 55.92601,10.153943 55.926243,10.154057 55.926333,10.154126 55.926403,10.154197 55.926502,10.154248 55.926612,10.154283 55.926744,10.154332 55.926977,10.154664 55.928821,10.154692 55.92906,10.154703 55.929319,10.154662 55.929634,10.154634 55.929735,10.154532 55.930102,10.154446 55.930407,10.154373 55.930668,10.154225 55.931212,10.153639 55.933368,10.153525 55.933752,10.153394 55.934063,10.15325 55.934334,10.153064 55.934633,10.152634 55.935275,10.1512856 55.9372895,10.149937 55.939304,10.149813 55.939657,10.149767 55.939857,10.149752 55.940128,10.149864 55.940823,10.150768 55.944744,10.151105 55.946168,10.151447 55.947628,10.151993 55.949954,10.152003 55.950001,10.1526774 55.952889,10.153352 55.955777,10.1534 55.956143,10.153386 55.956464,10.153271 55.956843,10.153026 55.957281,10.152652 55.957717,10.151115 55.959392,10.148484 55.962233,10.148261 55.962536,10.148095 55.962813,10.147983 55.96311,10.147943 55.963407,10.147936 55.963681,10.148184 55.964987,10.148246 55.965313,10.148378 55.966011,10.148528 55.966723,10.148694 55.967377,10.148773 55.967384,10.148843 55.967405,10.148896 55.967438,10.148925 55.96748,10.148925 55.967536,10.148882 55.967586,10.148806 55.967622,10.148709 55.967637,10.148809 55.968078,10.148875 55.968365,10.148971 55.968847,10.149098 55.969485,10.149107 55.96953,10.14915 55.969736,10.149202 55.969987,10.149291 55.970416,10.149396 55.970958,10.149435 55.971159,10.149497 55.9714744)","198923","727005501","727000701",K22,"12079"
"LINESTRING (10.0510827 55.9163699,10.050803 55.916392,10.050808 55.91653,10.050818 55.916819,10.050829 55.91714,10.050324 55.917161,10.049978 55.91719,10.049877 55.917203,10.04951 55.917249,10.049161 55.917311,10.049063 55.91735,10.048949 55.917399,10.048867 55.917455,10.048788 55.917563,10.048707 55.91772,10.04864 55.91787,10.048604 55.918001,10.048463 55.918191,10.04806 55.918569,10.047887 55.918732,10.046143 55.92037,10.045675 55.920915,10.044612 55.922452,10.044434 55.922694,10.044153 55.922944,10.043694 55.923309,10.042428 55.924203,10.04232 55.924305,10.042303 55.924452,10.042582 55.925775,10.042681 55.927,10.04275 55.927227,10.042912 55.927454,10.043129 55.927702,10.043229 55.927922,10.043443 55.92897,10.043456 55.929354,10.043409 55.929861,10.0429945 55.9316305,10.04258 55.9334,10.042462 55.933643,10.042296 55.933816,10.041432 55.934458,10.041139 55.9347,10.040969 55.934934,10.040693 55.935424,10.040633 55.935595,10.040677 55.935969,10.0413527 55.9359202)","198940","727005501","727005409",K22,"2489"
"LINESTRING (10.0510827 55.9163699,10.051413 55.916344,10.052442 55.916264,10.05256 55.916252,10.052647 55.916229,10.052705 55.916192,10.052741 55.916149,10.05305 55.91575,10.053598 55.915926,10.05399 55.91602,10.054389 55.916098,10.054845 55.916162,10.054981 55.916171,10.055342 55.916193,10.055854 55.916192,10.056365 55.916167,10.056932 55.916117,10.057214 55.91609,10.060524 55.915778,10.0629243 55.9155441,10.0653246 55.9153101,10.0677248 55.9150761,10.070125 55.914842,10.071686 55.914702,10.072671 55.914642,10.073585 55.914604,10.074478 55.9146,10.075447 55.914633,10.076298 55.914686,10.077319 55.914784,10.0784 55.914915,10.078718 55.914959,10.0803909 55.91519)","198885","727005501","727006502",K22,"1899"
"LINESTRING (10.1025104 55.909927,10.102448 55.909927,10.102349 55.909943,10.102138 55.90999,10.101943 55.910066,10.101744 55.910191,10.101603 55.910684,10.101582 55.910755,10.101441 55.911248,10.101249 55.911975,10.100713 55.91254,10.099968 55.91365,10.099854 55.913921,10.099387 55.915451,10.099318 55.915799,10.102374 55.915734,10.1040493 55.9156955,10.1057245 55.915657,10.1073998 55.9156185,10.109075 55.91558,10.11085 55.915566,10.111988 55.91558,10.113955 55.915619,10.116312 55.915718,10.11799 55.91579,10.122252 55.915968,10.124381 55.9160585,10.12651 55.916149,10.128093 55.916224,10.128881 55.916287,10.129622 55.916375,10.130334 55.916475,10.130992 55.916603,10.131747 55.916759,10.132469 55.916944,10.133317 55.917211,10.134042 55.917473,10.13493 55.917846,10.137158 55.918831,10.138571 55.919456,10.141034 55.920544,10.142406 55.921166,10.142644 55.921266,10.142461 55.921469,10.142401 55.921583,10.14236 55.921741,10.142057 55.924825,10.141885 55.926772,10.141859 55.92707,10.142608 55.927127,10.142702 55.927134,10.143178 55.92717,10.143404 55.927201,10.14377 55.927251,10.143839 55.92726,10.143942 55.927274,10.1443095 55.9273422)","198989","727005609","727005802",K22,"4400"
"LINESTRING (10.1025104 55.909927,10.102448 55.909927,10.102349 55.909943,10.102138 55.90999,10.101943 55.910066,10.101744 55.910191,10.101603 55.910684,10.101582 55.910755,10.101441 55.911248,10.101249 55.911975,10.100713 55.91254,10.099968 55.91365,10.099854 55.913921,10.099387 55.915451,10.099318 55.915799,10.089172 55.916023,10.088162 55.916016,10.087204 55.915983,10.086343 55.915924,10.085321 55.915828,10.08231 55.915441,10.082036 55.9154064)","198860","727005609","727006501",K22,"1793"
"LINESTRING (10.1025104 55.909927,10.102712 55.909927,10.105311 55.910303,10.105751 55.910299,10.106269 55.910227,10.10641 55.910224,10.106809 55.910252,10.107315 55.91025,10.107976 55.910169,10.108422 55.910146,10.109021 55.910185,10.109677 55.910202,10.110429 55.910183,10.1124585 55.9100915,10.114488 55.91,10.115542 55.909912,10.115991 55.909902,10.116686 55.90993,10.117242 55.909937,10.1186 55.909895,10.119573 55.909866,10.120358 55.909849,10.120799 55.909849,10.121217 55.909821,10.121647 55.909777,10.122112 55.909714,10.122629 55.909626,10.123034 55.90954,10.123423 55.909443,10.124809 55.909038,10.125205 55.90895,10.125636 55.908887,10.125711 55.908882,10.126041 55.90886,10.126151 55.9088528)","198886","727005609","727200202",K22,"1509"
"LINESTRING (10.1025104 55.909927,10.102712 55.909927,10.105311 55.910303,10.105751 55.910299,10.106269 55.910227,10.10641 55.910224,10.106809 55.910252,10.107315 55.91025,10.107976 55.910169,10.108422 55.910146,10.109021 55.910185,10.109677 55.910202,10.110429 55.910183,10.1124585 55.9100915,10.114488 55.91,10.115542 55.909912,10.115991 55.909902,10.116686 55.90993,10.117242 55.909937,10.1186 55.909895,10.119573 55.909866,10.120358 55.909849,10.1200972 55.9080628,10.1198365 55.9062765,10.1195757 55.9044903,10.119315 55.902704,10.119308 55.902514,10.119386 55.902209,10.119628 55.901795,10.119626 55.901723,10.119578 55.901661,10.119372 55.901582,10.118746 55.901454,10.118475 55.901416,10.118224 55.901381,10.118164 55.901364,10.118109 55.901346,10.118068 55.901305,10.117936 55.900768,10.1179326 55.9006872)","199005","727005609","727200601",K22,"2217"
